col1,Star Name,distance (pc),distance error,N(HI),N(HI) uncertainty,N(HI) source,RA,DEC,ï»¿sci_data_set_name,sci_targname,sci_ra,sci_dec,sci_refnum,sci_start_time,sci_stop_time,sci_actual_duration,sci_instrume,sci_aper_1234,sci_spec_1234,sci_central_wavelength,sci_pep_id,sci_pi_last_name,sci_release_date,sci_preview_name,scp_scan_type,sci_hlsp,GroupID,GroupSize,Separation
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO01010,GJ551,217.4280908,-62.67956273,12,2000-05-08T00:58:04.747000,2000-05-08T02:08:04.747000,4200.1505,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-08T02:08:04.747000,O5EO01010,,20,1,71,1.422862707833282
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO01020,GJ551,217.4280901,-62.67956265,12,2000-05-08T02:13:54.733000,2000-05-08T03:44:54.730000,5460.166375,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-08T03:44:54.730000,O5EO01020,,20,1,71,1.4239487611167767
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO01030,GJ551,217.4280891,-62.67956253,12,2000-05-08T03:50:44.747000,2000-05-08T05:21:44.747000,5460.180375,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-08T05:21:44.747000,O5EO01030,,20,1,71,1.425496877761999
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO01040,GJ551,217.4280882,-62.67956242,12,2000-05-08T05:27:34.733000,2000-05-08T06:58:34.730000,5460.179375,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-08T06:58:34.730000,O5EO01040,,20,1,71,1.4268892090626792
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO02010,GJ551,217.4280776,-62.67956109,12,2000-05-09T00:03:17.740000,2000-05-09T01:13:17.740000,4200.102875,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-09T01:13:17.740000,O5EO02010,,20,1,71,1.4432886974944634
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO02020,GJ551,217.4280768,-62.679561,12,2000-05-09T01:19:07.757000,2000-05-09T02:50:07.757000,5460.145125,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-09T02:50:07.757000,O5EO02020,,20,1,71,1.4445345553526419
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO02030,GJ551,217.4280759,-62.67956088,12,2000-05-09T02:55:57.740000,2000-05-09T04:26:57.740000,0.0,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2001-05-09T04:26:57.740000,,,,1,71,1.445924760550928
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,O5EO02040,GJ551,217.428075,-62.67956076,12,2000-05-09T04:32:47.757000,2000-05-09T06:03:47.757000,5460.12875,STIS,0.2X0.2,E140M,1425,8040,LINSKY,2006-11-22T22:23:36,O5EO02040,,20,1,71,1.4473152872397634
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODD201010,V-V645-CEN,217.3891604,-62.67577992,4,2017-05-31T21:19:36.937000,2017-05-31T22:02:35.937000,2579.173625,STIS,0.2X0.2,E140M,1425,14860,SCHNEIDER,2017-06-01T02:44:03,ODD201010,,,1,71,67.07235446380618
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODD201020,V-V645-CEN,217.3891601,-62.67577989,4,2017-05-31T22:32:21.930000,2017-05-31T23:26:07.930000,3226.156,STIS,0.2X0.2,E140M,1425,14860,SCHNEIDER,2017-06-01T02:45:59,ODD201020,,,1,71,67.0728617915633
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODD201030,V-V645-CEN,217.3891597,-62.67577985,4,2017-06-01T00:07:47.947000,2017-06-01T01:01:33.947000,3226.16825,STIS,0.2X0.2,E140M,1425,14860,SCHNEIDER,2017-06-01T04:06:13,ODD201030,,,1,71,67.07353822853804
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODD201040,V-V645-CEN,217.3891593,-62.67577981,4,2017-06-01T01:43:12.937000,2017-06-01T02:36:58.937000,3226.17675,STIS,0.2X0.2,E140M,1425,14860,SCHNEIDER,2017-06-01T08:48:43,ODD201040,,,1,71,67.07421466555621
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA01010,V-V645-CEN,217.384761,-62.67551535,0,2019-04-26T03:45:09.643000,2019-04-26T04:27:01.643000,2512.128625,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-26T11:56:41,ODXA01010,,,1,71,74.38799481196739
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA01020,V-V645-CEN,217.3847602,-62.67551529,0,2019-04-26T05:08:40.620000,2019-04-26T05:59:59.620000,3079.1805,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-26T11:56:29,ODXA01020,,,1,71,74.38933365902362
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA01030,V-V645-CEN,217.3847593,-62.67551521,0,2019-04-26T06:43:55.627000,2019-04-26T07:35:14.627000,3079.185,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-26T11:58:05,ODXA01030,,,1,71,74.39084853654833
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA01040,V-V645-CEN,217.3847584,-62.67551514,0,2019-04-26T08:19:11.627000,2019-04-26T09:10:30.627000,3079.190875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-26T11:58:25,ODXA01040,,,1,71,74.39235647444065
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA03010,V-V645-CEN,217.3847337,-62.67551306,0,2019-04-28T03:24:56.620000,2019-04-28T04:06:48.620000,2512.18825,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-28T12:30:08,ODXA03010,,,1,71,74.43385125886893
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA03020,V-V645-CEN,217.3847329,-62.675513,0,2019-04-28T04:46:15.627000,2019-04-28T05:37:34.627000,3079.138875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-28T12:30:11,ODXA03020,,,1,71,74.43519010636595
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA03030,V-V645-CEN,217.384732,-62.67551292,0,2019-04-28T06:21:30.637000,2019-04-28T07:12:49.637000,3079.190125,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-28T14:11:43,ODXA03030,,,1,71,74.43670498402639
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA03040,V-V645-CEN,217.384731,-62.67551284,0,2019-04-28T07:56:44.620000,2019-04-28T08:48:03.620000,3079.18275,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-28T14:11:44,ODXA03040,,,1,71,74.43838201315874
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA04010,V-V645-CEN,217.3847209,-62.67551193,0,2019-04-29T01:39:51.627000,2019-04-29T02:21:43.627000,2512.171,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-29T03:54:14,ODXA04010,,,1,71,74.4553907891379
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA04020,V-V645-CEN,217.3847201,-62.67551186,0,2019-04-29T02:59:38.637000,2019-04-29T03:50:57.637000,3079.188125,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-29T05:14:28,ODXA04020,,,1,71,74.45673657601577
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA04030,V-V645-CEN,217.3847192,-62.67551178,0,2019-04-29T04:34:52.620000,2019-04-29T05:26:11.620000,3079.189875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-29T08:34:39,ODXA04030,,,1,71,74.45825145378443
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA04040,V-V645-CEN,217.3847183,-62.6755117,0,2019-04-29T06:10:06.637000,2019-04-29T07:01:25.637000,3079.173375,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-10-29T09:36:47,ODXA04040,,,1,71,74.45976633154835
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA06010,V-V645-CEN,217.3846916,-62.6755092,0,2019-05-01T04:31:04.620000,2019-05-01T05:12:56.620000,2512.134875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-01T16:06:21,ODXA06010,,,1,71,74.5047956066467
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA06020,V-V645-CEN,217.3846909,-62.67550913,0,2019-05-01T05:46:47.627000,2019-05-01T06:38:06.627000,3079.18325,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-01T16:06:21,ODXA06020,,,1,71,74.50597924240193
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA06030,V-V645-CEN,217.38469,-62.67550904,0,2019-05-01T07:22:02.637000,2019-05-01T08:13:21.637000,3079.19125,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-01T16:06:17,ODXA06030,,,1,71,74.50750105986002
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA06040,V-V645-CEN,217.3846891,-62.67550895,0,2019-05-01T08:57:18.637000,2019-05-01T09:48:37.637000,3079.19225,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-01T16:06:21,ODXA06040,,,1,71,74.50902287733605
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA07010,V-V645-CEN,217.3846797,-62.67550803,0,2019-05-02T01:10:24.620000,2019-05-02T01:10:24.620000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.52490353687398
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA07020,V-V645-CEN,217.384679,-62.67550795,0,2019-05-02T02:25:01.643000,2019-05-02T02:25:01.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.5260941125446
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA07030,V-V645-CEN,217.3846781,-62.67550786,0,2019-05-02T04:00:15.627000,2019-05-02T04:00:15.627000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.527615930216
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA07040,V-V645-CEN,217.3846772,-62.67550777,0,2019-05-02T05:35:29.643000,2019-05-02T05:35:29.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.5291377479142
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA08010,V-V645-CEN,217.3846651,-62.67550654,0,2019-05-03T02:36:38.637000,2019-05-03T02:36:38.637000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.54961162300194
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA08020,V-V645-CEN,217.3846644,-62.67550647,0,2019-05-03T03:48:45.643000,2019-05-03T03:48:45.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.55079525922145
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA08030,V-V645-CEN,217.3846635,-62.67550637,0,2019-05-03T05:23:58.637000,2019-05-03T05:23:58.637000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.55232401728254
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA08040,V-V645-CEN,217.3846626,-62.67550628,0,2019-05-03T06:59:11.627000,2019-05-03T06:59:11.627000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.55384583527643
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA10010,V-V645-CEN,217.3846231,-62.67550197,0,2019-05-06T03:45:49.643000,2019-05-06T03:45:49.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.62088663315774
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA10020,V-V645-CEN,217.3846225,-62.67550191,0,2019-05-06T04:44:41.643000,2019-05-06T04:44:41.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.62190117938125
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA10030,V-V645-CEN,217.3846216,-62.6755018,0,2019-05-06T06:19:33.643000,2019-05-06T06:19:33.643000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.62343688158438
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA10040,V-V645-CEN,217.3846207,-62.6755017,0,2019-05-06T07:54:22.637000,2019-05-06T07:54:22.637000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.62496564247033
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA11010,V-V645-CEN,217.3846092,-62.67550037,0,2019-05-07T03:57:47.627000,2019-05-07T04:39:39.627000,2512.189125,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-07T14:55:37,ODXA11010,,,1,71,74.64453606712472
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA11020,V-V645-CEN,217.3846087,-62.67550031,0,2019-05-07T04:45:25.643000,2019-05-07T05:36:44.643000,3079.19325,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-07T14:55:43,ODXA11020,,,1,71,74.6453884646113
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA11030,V-V645-CEN,217.3846082,-62.67550025,0,2019-05-07T05:42:30.637000,2019-05-07T06:33:49.637000,3079.198875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-07T14:55:40,ODXA11030,,,1,71,74.64624086213699
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA11040,V-V645-CEN,217.3846077,-62.67550018,0,2019-05-07T06:39:35.627000,2019-05-07T07:30:54.627000,3079.1915,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-07T21:16:18,ODXA11040,,,1,71,74.64710020175936
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA05010,V-V645-CEN,217.3845826,-62.67549717,0,2019-05-09T02:22:19.697000,2019-05-09T03:04:11.693000,2512.139,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-09T05:44:56,ODXA05010,,,1,71,74.68988922303829
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA05020,V-V645-CEN,217.3845821,-62.6754971,0,2019-05-09T03:17:18.703000,2019-05-09T04:08:37.703000,3079.17025,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-09T05:44:57,ODXA05020,,,1,71,74.69074856599332
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA05030,V-V645-CEN,217.3845812,-62.67549699,0,2019-05-09T04:52:49.710000,2019-05-09T05:44:08.710000,3079.164625,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-09T15:57:06,ODXA05030,,,1,71,74.69228427405801
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA05040,V-V645-CEN,217.3845803,-62.67549687,0,2019-05-09T06:28:19.697000,2019-05-09T07:19:38.697000,3079.195375,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-09T16:12:02,ODXA05040,,,1,71,74.69382692575863
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA02010,V-V645-CEN,217.3845564,-62.67549384,0,2019-05-11T00:14:28.687000,2019-05-11T00:56:20.687000,2512.14525,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-11T05:57:06,ODXA02010,,,1,71,74.73468418737491
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA02020,V-V645-CEN,217.3845558,-62.67549375,0,2019-05-11T01:24:58.703000,2019-05-11T02:16:17.703000,3079.176375,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-11T10:34:21,ODXA02020,,,1,71,74.73571957087346
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA02030,V-V645-CEN,217.3845548,-62.67549363,0,2019-05-11T03:01:18.703000,2019-05-11T03:52:37.703000,3079.17525,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-11T10:34:34,ODXA02030,,,1,71,74.73742437533762
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA02040,V-V645-CEN,217.3845539,-62.67549351,0,2019-05-11T04:37:25.710000,2019-05-11T05:28:44.710000,3079.18675,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-11T13:24:56,ODXA02040,,,1,71,74.73896703358363
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA09010,V-V645-CEN,217.3845429,-62.67549205,0,2019-05-12T00:01:36.687000,2019-05-12T00:43:28.687000,2512.126875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-11-12T05:51:26,ODXA09010,,,1,71,74.75781713572943
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA09020,V-V645-CEN,217.3845421,-62.67549196,0,2019-05-12T01:19:15.693000,2019-05-12T01:19:15.693000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.75917681395845
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA09030,V-V645-CEN,217.3845412,-62.67549184,0,2019-05-12T02:54:40.687000,2019-05-12T02:54:40.687000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.760719475712
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA09040,V-V645-CEN,217.3845403,-62.67549171,0,2019-05-12T04:30:05.710000,2019-05-12T04:30:05.710000,0.0,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-08-05T00:00:00,,,,1,71,74.76226908377491
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA12010,V-V645-CEN,217.3840922,-62.67540514,0,2019-06-16T03:18:50.773000,2019-06-16T04:00:42.773000,2512.178875,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-16T12:22:49,ODXA12010,,,1,71,75.54915239851566
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA12020,V-V645-CEN,217.3840915,-62.67540496,0,2019-06-16T04:44:40.757000,2019-06-16T05:35:59.757000,3079.13975,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-16T12:43:13,ODXA12020,,,1,71,75.55041334025908
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA12030,V-V645-CEN,217.3840908,-62.67540476,0,2019-06-16T06:19:56.757000,2019-06-16T07:11:15.757000,3079.194125,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-16T14:03:14,ODXA12030,,,1,71,75.55168833004488
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA12040,V-V645-CEN,217.38409,-62.67540456,0,2019-06-16T07:55:11.767000,2019-06-16T08:46:30.767000,3079.17625,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-16T14:05:33,ODXA12040,,,1,71,75.55312539889701
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA13010,V-V645-CEN,217.3840701,-62.67539932,0,2019-06-18T01:22:40.757000,2019-06-18T02:04:32.757000,2512.180375,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-18T03:57:09,ODXA13010,,,1,71,75.58905960224646
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA13020,V-V645-CEN,217.3840694,-62.67539914,0,2019-06-18T02:47:23.767000,2019-06-18T03:38:42.767000,3079.1785,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-18T09:17:02,ODXA13020,,,1,71,75.59032061716779
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA13030,V-V645-CEN,217.3840687,-62.67539894,0,2019-06-18T04:22:39.767000,2019-06-18T05:13:58.767000,3079.178,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-18T10:39:15,ODXA13030,,,1,71,75.59159569258749
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA13040,V-V645-CEN,217.3840679,-62.67539873,0,2019-06-18T05:57:55.767000,2019-06-18T06:49:14.767000,3079.19175,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-18T13:59:34,ODXA13040,,,1,71,75.59303987081498
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA60010,V-V645-CEN,217.3839923,-62.67537742,0,2019-06-25T01:36:54.773000,2019-06-25T02:18:46.773000,2512.15625,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-25T05:53:06,ODXA60010,,,1,71,75.7305618070282
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA60020,V-V645-CEN,217.3839916,-62.67537723,0,2019-06-25T03:03:08.757000,2019-06-25T03:54:27.757000,3079.1535,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-25T09:13:00,ODXA60020,,,1,71,75.7318301587757
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA60030,V-V645-CEN,217.3839909,-62.67537702,0,2019-06-25T04:38:23.767000,2019-06-25T05:29:42.767000,3079.188625,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-25T10:53:14,ODXA60030,,,1,71,75.73311262031744
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA60040,V-V645-CEN,217.3839902,-62.67537681,0,2019-06-25T06:13:37.783000,2019-06-25T07:04:56.783000,3079.19025,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2019-12-25T12:55:06,ODXA60040,,,1,71,75.73439508532064
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA59010,V-V645-CEN,217.3839303,-62.67535823,0,2019-06-30T23:56:11.767000,2019-07-01T00:30:29.767000,2058.18725,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2020-01-01T04:02:39,ODXA59010,,,1,71,75.84458200469516
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA59020,V-V645-CEN,217.38393,-62.67535815,0,2019-07-01T00:33:57.783000,2019-07-01T01:17:43.780000,2626.178375,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2020-01-01T04:02:52,ODXA59020,,,1,71,75.84512469293651
14,GJ 551,1.301235497,3.437223953E-4,17.61,0.2,Wood2005,217.42893791666663,-62.679491666666664,ODXA59030,V-V645-CEN,217.3839297,-62.67535803,0,2019-07-01T01:23:29.780000,2019-07-01T02:07:15.780000,2626.08675,STIS,0.2X0.2,E140M,1425,15651,MACGREGOR,2020-01-01T04:43:29,ODXA59030,,,1,71,75.84569568389638
15,HD 128620,1.34589502,0.002354863341,17.61,0.2,Wood2005,219.9020583333333,-60.8339925,O53P01010,HD128620,219.9044763,-60.83369063,15,1999-02-12T01:55:59.930000,1999-02-12T03:14:14.930000,4695.1925,STIS,0.2X0.09,E140H,1234,7263,LINSKY,2000-02-12T03:14:14.930000,O53P01010,,15,2,100,4.379157677486283
15,HD 128620,1.34589502,0.002354863341,17.61,0.2,Wood2005,219.9020583333333,-60.8339925,OB8W01010,HD128620,219.8806523,-60.83326624,1,2010-01-24T05:15:54.780000,2010-01-24T06:21:33.787000,3800.0,STIS,0.2X0.2,E140M,1425,11839,AYRES,2011-01-24T08:38:10.527000,OB8W01010,,4,2,100,37.646713316911516
15,HD 128620,1.34589502,0.002354863341,17.61,0.2,Wood2005,219.9020583333333,-60.8339925,OBLH01020,HD128620,219.8783643,-60.83301844,2,2011-02-09T02:53:28.457000,2011-02-09T04:22:22.457000,4950.0,STIS,0.2X0.2,E140M,1425,12374,AYRES,2012-02-09T19:30:33,OBLH01020,,4,2,100,41.71779404919301
